"Id","Name","ManagingInstitution","Level","Profile","ISCEDClassification(code)","ISCEDClassification(name)","CreationDate","PreparesforTeachingProfession","RelatestoForeignPhilology","ListOfLanguagesforForeignPhilology","JointPrograms","Status","StartDateofPhasingOut","LiquidationDate","Disciplines","CoManagingInstitutionsCoManagingInstitutionUuid","CoManagingInstitutionsCoManagingInstitutionName","CoManagingInstitutionsForeign","CoManagingInstitutionsStartDateofCoManagingStudiesbytheInstitution","CoManagingInstitutionsEndDateofCoManagingStudiesbytheInstitution","TypeofLegalBasis","LegalActName","DateofLegalActPrinting","LaunchName","LaunchForm","LaunchProfessionalTitle","LaunchLanguageofEducation","LaunchForeignPhilologyLanguage","LaunchLaunchDate","LaunchNumberofSemesters","LaunchECTS","LaunchDualStudies","LaunchBridgingStudies","LaunchStatus","LaunchInCooperationwithProfessionalOrganization"
"4853f1f4-06fe-401d-9596-305ca036138f","Energetyka","Politechnika Krakowska im. Tadeusza Kościuszki","drugiego stopnia","ogólnoakademicki","713","Elektryczność i energia","2007-10-01","Nie","Nie","","Nie","prowadzone","","","inżynieria środowiska, górnictwo i energetyka","","","","","","Uchwała senatu uczelni","0","2007-10-01","Energetyka","stacjonarne","magister inżynier","polski","","2012-10-01","3.0","90.0","Nie","Nie","prowadzone","Nie"
"ee874f67-6645-4bcf-89e2-c35f41bf972f","Energetyka","Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie","drugiego stopnia","ogólnoakademicki","713","Elektryczność i energia","2003-05-28","Nie","Nie","","Nie","prowadzone","","","inżynieria środowiska, górnictwo i energetyka","","","","","","Uchwała senatu uczelni","101/2003","2003-05-28","Energetyka","stacjonarne","magister inżynier","polski","","2012-10-01","3.0","90.0","Nie","Nie","prowadzone","Nie"
"9be4bcca-572c-42bb-9aa3-da66d1389e2b","Energetyka odnawialna i zarządzanie energią","Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie","drugiego stopnia","ogólnoakademicki","713","Elektryczność i energia","2017-11-29","Nie","Nie","","Nie","prowadzone","","","inżynieria środowiska, górnictwo i energetyka","","","","","","Uchwała senatu uczelni","150/2017","2017-11-29","Energetyka odnawialna i zarządzanie energią","stacjonarne","magister inżynier","polski","","2018-02-26","3.0","90.0","Nie","Nie","prowadzone","Nie"
"43889eb3-b724-44ea-9e0b-981e153a4915","Energetyka Wodorowa","Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie","drugiego stopnia","ogólnoakademicki","713","Elektryczność i energia","2022-04-06","Nie","Nie","","Nie","prowadzone","","","inżynieria środowiska, górnictwo i energetyka","","","","","","Zarządzenie rektora","12/KK/2022","2022-04-06","Energetyka Wodorowa","stacjonarne","magister inżynier","polski","","2023-02-27","3.0","90.0","Nie","Nie","prowadzone","Nie"
"3e338474-ca88-4cc6-a0e6-c0b2f8b35017","Energy and Environmental Engineering","Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie","drugiego stopnia","ogólnoakademicki","713","Elektryczność i energia","2021-06-30","Nie","Nie","","Tak","prowadzone","","","inżynieria środowiska, górnictwo i energetyka","5b2b557e-f93e-1de5-d39f-88c21e3e27c9","Shibaura Institute of Technology (Japonia)","Tak","2021-06-30","","Zarządzenie rektora","4/KK/2021","2021-06-30","Energy and Environmental Engineering","stacjonarne","magister inżynier","angielski","","2022-02-28","4.0","120.0","Nie","Nie","prowadzone","Nie"
"04f1c4f9-6422-4c70-beb5-0a2d999a6a15","Environmental and Land Engineering","Politechnika Krakowska im. Tadeusza Kościuszki","drugiego stopnia","ogólnoakademicki","712","Technologie związane z ochroną środowiska","2022-06-14","Nie","Nie","","Tak","prowadzone","","","inżynieria środowiska, górnictwo i energetyka","2e12f998-9e90-3965-6bc8-8831fcbfd82d","Uniwersytet w Cagliari","Tak","2023-02-27","","Zarządzenie rektora","57","2022-06-14","Environmental and Land Engineering","stacjonarne","magister inżynier","angielski","","2023-02-27","3.0","92.0","Nie","Nie","prowadzone","Nie"
"869cbd3c-a98a-4ac2-a4bb-eb9d71e094b2","Environmental and Plant Biotechnology","Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie","drugiego stopnia","ogólnoakademicki","888","Interdyscyplinarne programy i kwalifikacje obejmujące rolnictwo, leśnictwo, rybactwo i weterynarię","2016-04-01","Nie","Nie","","Nie","prowadzone","","","rolnictwo i ogrodnictwo, nauki biologiczne","","","","","","Uchwała senatu uczelni","21/2016","2016-04-01","Environmental and Plant Biotechnology","stacjonarne","magister inżynier","angielski","","2017-10-01","3.0","90.0","Nie","Nie","prowadzone","Nie"
"4d147aa0-fff0-4add-a65b-f59b4a4e4f8b","Fizyka medyczna","Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie","drugiego stopnia","ogólnoakademicki","533","Fizyka","2007-11-28","Nie","Nie","","Nie","prowadzone","","","nauki fizyczne, automatyka, elektronika, elektrotechnika i technologie kosmiczne, nauki medyczne","","","","","","Uchwała senatu uczelni","153/2007","2007-11-28","Fizyka medyczna","stacjonarne","magister inżynier","polski","","2012-10-01","3.0","90.0","Nie","Nie","prowadzone","Nie"
"5f8336a2-58ef-46d1-a17b-077fae1bd15f","Fizyka techniczna","Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie","drugiego stopnia","ogólnoakademicki","719","Inżynieria i zawody inżynierskie gdzie indziej niesklasyfikowane","1992-03-25","Nie","Nie","","Nie","prowadzone","","","nauki fizyczne","","","","","","Brak dokumentu","","","Fizyka techniczna","stacjonarne","magister inżynier","polski","","2012-10-01","3.0","90.0","Nie","Nie","prowadzone","Nie"
"af74b5e6-53d4-4df9-8bef-9babfb4cc80d","Fizyka techniczna","Politechnika Krakowska im. Tadeusza Kościuszki","drugiego stopnia","ogólnoakademicki","533","Fizyka","2007-10-01","Nie","Nie","","Nie","prowadzone","","","inżynieria materiałowa, nauki fizyczne","","","","","","Uchwała senatu uczelni","5","1997-12-05","Fizyka techniczna","stacjonarne","magister inżynier","polski","","2013-02-25","3.0","90.0","Nie","Nie","prowadzone","Nie"
"26637dc5-9b7b-40a2-9416-f6be0b7895cc","Geodezja i kartografia","Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie","drugiego stopnia","ogólnoakademicki","731","Architektura i planowanie przestrzenne","1951-10-01","Nie","Nie","","Nie","prowadzone","","","inżynieria lądowa, geodezja i transport, inżynieria środowiska, górnictwo i energetyka","","","","","","Brak dokumentu","","","Geodezja i kartografia","niestacjonarne","magister inżynier","polski","","2012-10-01","4.0","90.0","Nie","Nie","prowadzone","Nie"
"26637dc5-9b7b-40a2-9416-f6be0b7895cc","Geodezja i kartografia","Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie","drugiego stopnia","ogólnoakademicki","731","Architektura i planowanie przestrzenne","1951-10-01","Nie","Nie","","Nie","prowadzone","","","inżynieria lądowa, geodezja i transport, inżynieria środowiska, górnictwo i energetyka","","","","","","Brak dokumentu","","","Geodezja i kartografia","stacjonarne","magister inżynier","polski","","2012-10-01","3.0","90.0","Nie","Nie","prowadzone","Nie"
"ac79b791-2379-46e8-ae8c-24eb3f0a04fe","Geodezja i kartografia","Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie","drugiego stopnia","ogólnoakademicki","731","Architektura i planowanie przestrzenne","1955-07-23","Nie","Nie","","Nie","prowadzone","","","inżynieria lądowa, geodezja i transport","","","","","","Decyzja ministra","nr  DO-IV-2c/47/55","1955-07-23","Geodezja i kartografia","stacjonarne","magister inżynier","polski","","2012-09-01","3.0","90.0","Nie","Nie","prowadzone","Nie"
"ac79b791-2379-46e8-ae8c-24eb3f0a04fe","Geodezja i kartografia","Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie","drugiego stopnia","ogólnoakademicki","731","Architektura i planowanie przestrzenne","1955-07-23","Nie","Nie","","Nie","prowadzone","","","inżynieria lądowa, geodezja i transport","","","","","","Decyzja ministra","nr  DO-IV-2c/47/55","1955-07-23","Geodezja i kartografia","niestacjonarne","magister inżynier","polski","","2012-09-01","3.0","90.0","Nie","Nie","prowadzone","Nie"
"f8a3c5c1-5c47-44bf-a6e5-c3436d6c9d61","Geofizyka","Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie","drugiego stopnia","ogólnoakademicki","532","Nauki o Ziemi","2012-10-01","Nie","Nie","","Nie","prowadzone","","","nauki o Ziemi i środowisku","","","","","","Uchwała senatu uczelni","131/2012","2012-10-01","Geofizyka","stacjonarne","magister inżynier","polski","","2012-10-01","3.0","90.0","Nie","Nie","prowadzone","Nie"
"e0268eba-8f2c-4a07-ad3b-aeee096d35fd","Geoinformatyka","Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie","drugiego stopnia","ogólnoakademicki","532","Nauki o Ziemi","2003-01-29","Nie","Nie","","Nie","prowadzone","","","informatyka techniczna i telekomunikacja, nauki o Ziemi i środowisku","","","","","","Uchwała senatu uczelni","48/2003","2003-01-29","Geoinformatyka","stacjonarne","magister inżynier","polski","","2019-10-01","3.0","90.0","Nie","Nie","prowadzone","Nie"
"e0268eba-8f2c-4a07-ad3b-aeee096d35fd","Geoinformatyka","Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie","drugiego stopnia","ogólnoakademicki","532","Nauki o Ziemi","2003-01-29","Nie","Nie","","Nie","prowadzone","","","informatyka techniczna i telekomunikacja, nauki o Ziemi i środowisku","","","","","","Uchwała senatu uczelni","48/2003","2003-01-29","Informatyka stosowana [obowiązująca do: 2019-09-30]","stacjonarne","magister inżynier","polski","","2012-10-01","3.0","90.0","Nie","Nie","prowadzone","Nie"
"1bb8da1d-471f-41e6-a098-f6fd80433f5f","Geoinżynieria i górnictwo otworowe","Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie","drugiego stopnia","ogólnoakademicki","724","Górnictwo i wydobycie","1967-10-01","Nie","Nie","","Nie","prowadzone","","","inżynieria środowiska, górnictwo i energetyka","","","","","","Brak dokumentu","","","Geoinżynieria i górnictwo otworowe","niestacjonarne","magister inżynier","polski","","2019-10-01","4.0","90.0","Nie","Nie","prowadzone","Nie"
"1bb8da1d-471f-41e6-a098-f6fd80433f5f","Geoinżynieria i górnictwo otworowe","Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie","drugiego stopnia","ogólnoakademicki","724","Górnictwo i wydobycie","1967-10-01","Nie","Nie","","Nie","prowadzone","","","inżynieria środowiska, górnictwo i energetyka","","","","","","Brak dokumentu","","","Geoinżynieria i górnictwo otworowe","stacjonarne","magister inżynier","polski","","2019-10-01","3.0","90.0","Nie","Nie","prowadzone","Nie"
"1bb8da1d-471f-41e6-a098-f6fd80433f5f","Geoinżynieria i górnictwo otworowe","Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie","drugiego stopnia","ogólnoakademicki","724","Górnictwo i wydobycie","1967-10-01","Nie","Nie","","Nie","prowadzone","","","inżynieria środowiska, górnictwo i energetyka","","","","","","Brak dokumentu","","","Górnictwo i geologia [obowiązująca do 2019-09-30]","stacjonarne","magister inżynier","polski","","2012-10-01","3.0","90.0","Nie","Nie","prowadzone","Nie"
"1bb8da1d-471f-41e6-a098-f6fd80433f5f","Geoinżynieria i górnictwo otworowe","Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie","drugiego stopnia","ogólnoakademicki","724","Górnictwo i wydobycie","1967-10-01","Nie","Nie","","Nie","prowadzone","","","inżynieria środowiska, górnictwo i energetyka","","","","","","Brak dokumentu","","","Górnictwo i geologia [obowiązująca do 2019-09-30]","niestacjonarne","magister inżynier","polski","","2012-10-01","4.0","90.0","Nie","Nie","prowadzone","Nie"
"db60db15-d9f3-4add-8cff-ad88dcc41a4a","Geologia stosowana","Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie","drugiego stopnia","ogólnoakademicki","724","Górnictwo i wydobycie","1946-10-01","Nie","Nie","","Nie","prowadzone","","","nauki o Ziemi i środowisku","","","","","","Brak dokumentu","","","Górnictwo i geologia","stacjonarne","magister inżynier","polski","","2012-10-01","3.0","90.0","Nie","Nie","prowadzone","Nie"
"db60db15-d9f3-4add-8cff-ad88dcc41a4a","Geologia stosowana","Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie","drugiego stopnia","ogólnoakademicki","724","Górnictwo i wydobycie","1946-10-01","Nie","Nie","","Nie","prowadzone","","","nauki o Ziemi i środowisku","","","","","","Brak dokumentu","","","Geologia stosowana","stacjonarne","magister inżynier","polski","","2019-10-01","3.0","90.0","Nie","Nie","prowadzone","Nie"
"0347c545-684f-4fd8-92bb-d2875ea453bc","Gospodarka przestrzenna","Politechnika Krakowska im. Tadeusza Kościuszki","drugiego stopnia","ogólnoakademicki","731","Architektura i planowanie przestrzenne","2016-02-26","Nie","Nie","","Nie","prowadzone","","","inżynieria lądowa, geodezja i transport, inżynieria środowiska, górnictwo i energetyka, architektura i urbanistyka","","","","","","Uchwała senatu uczelni","14/d/02/2016","2016-02-26","Gospodarka przestrzenna","stacjonarne","magister inżynier","polski","","2016-02-26","3.0","90.0","Nie","Nie","prowadzone","Nie"
"958e05bf-bcb1-43d0-8245-77db0e3d5139","Gospodarka przestrzenna","Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie","drugiego stopnia","ogólnoakademicki","731","Architektura i planowanie przestrzenne","2012-06-29","Nie","Nie","","Nie","prowadzone","","","inżynieria lądowa, geodezja i transport, inżynieria środowiska, górnictwo i energetyka, geografia społeczno-ekonomiczna i gospodarka przestrzenna","","","","","","Uchwała senatu uczelni","59/2012","2012-06-29","Gospodarka przestrzenna","stacjonarne","magister inżynier","polski","","2012-09-01","3.0","90.0","Nie","Nie","prowadzone","Nie"
"958e05bf-bcb1-43d0-8245-77db0e3d5139","Gospodarka przestrzenna","Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie","drugiego stopnia","ogólnoakademicki","731","Architektura i planowanie przestrzenne","2012-06-29","Nie","Nie","","Nie","prowadzone","","","inżynieria lądowa, geodezja i transport, inżynieria środowiska, górnictwo i energetyka, geografia społeczno-ekonomiczna i gospodarka przestrzenna","","","","","","Uchwała senatu uczelni","59/2012","2012-06-29","Gospodarka przestrzenna","niestacjonarne","magister inżynier","polski","","2015-02-23","3.0","90.0","Nie","Nie","prowadzone","Nie"
"4c4d99f8-7b07-40e6-b82b-16e875036d37","Informatyka","Politechnika Krakowska im. Tadeusza Kościuszki","drugiego stopnia","ogólnoakademicki","688","Interdyscyplinarne programy i kwalifikacje obejmujące technologie informacyjno-komunikacyjne","2000-12-08","Nie","Nie","","Nie","prowadzone","","","informatyka techniczna i telekomunikacja","","","","","","Uchwała senatu uczelni","38","2000-12-08","Informatyka","niestacjonarne","magister inżynier","polski","","2012-10-01","4.0","90.0","Nie","Nie","prowadzone","Nie"
"4c4d99f8-7b07-40e6-b82b-16e875036d37","Informatyka","Politechnika Krakowska im. Tadeusza Kościuszki","drugiego stopnia","ogólnoakademicki","688","Interdyscyplinarne programy i kwalifikacje obejmujące technologie informacyjno-komunikacyjne","2000-12-08","Nie","Nie","","Nie","prowadzone","","","informatyka techniczna i telekomunikacja","","","","","","Uchwała senatu uczelni","38","2000-12-08","Informatyka","stacjonarne","magister inżynier","polski","","2012-10-01","4.0","120.0","Nie","Nie","prowadzone","Nie"
"4c4d99f8-7b07-40e6-b82b-16e875036d37","Informatyka","Politechnika Krakowska im. Tadeusza Kościuszki","drugiego stopnia","ogólnoakademicki","688","Interdyscyplinarne programy i kwalifikacje obejmujące technologie informacyjno-komunikacyjne","2000-12-08","Nie","Nie","","Nie","prowadzone","","","informatyka techniczna i telekomunikacja","","","","","","Uchwała senatu uczelni","38","2000-12-08","Informatyka","stacjonarne","magister inżynier","polski","","2012-10-02","3.0","90.0","Nie","Nie","prowadzone","Nie"
"d3eef257-b8da-4568-98d7-dd1e0e9ee8c8","Informatyka","Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie","drugiego stopnia","ogólnoakademicki","613","Tworzenie i analiza oprogramowania i aplikacji","1980-10-01","Nie","Nie","","Nie","prowadzone","","","informatyka, informatyka techniczna i telekomunikacja","","","","","","Brak dokumentu","","","Informatyka","stacjonarne","magister inżynier","polski","","2012-10-01","3.0","90.0","Nie","Nie","prowadzone","Nie"
"f320a1be-83c0-47be-a4ec-ccd00a735c52","Informatyka-Data Science","Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie","drugiego stopnia","ogólnoakademicki","613","Tworzenie i analiza oprogramowania i aplikacji","2020-03-09","Nie","Nie","","Nie","prowadzone","","","informatyka, informatyka techniczna i telekomunikacja","","","","","","Zarządzenie rektora","1/KK/2020","2020-03-09","Informatyka-Data Science","stacjonarne","magister inżynier","polski","","2020-10-01","4.0","120.0","Nie","Nie","prowadzone","Nie"
"f320a1be-83c0-47be-a4ec-ccd00a735c52","Informatyka-Data Science","Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie","drugiego stopnia","ogólnoakademicki","613","Tworzenie i analiza oprogramowania i aplikacji","2020-03-09","Nie","Nie","","Nie","prowadzone","","","informatyka, informatyka techniczna i telekomunikacja","","","","","","Zarządzenie rektora","1/KK/2020","2020-03-09","Informatyka-Data Science","stacjonarne","magister inżynier","polski","","2021-03-01","3.0","90.0","Nie","Nie","prowadzone","Nie"
"86cde2b0-6cfd-40ef-8033-fd4fcde3c049","Informatyka geoprzestrzenna","Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie","drugiego stopnia","ogólnoakademicki","731","Architektura i planowanie przestrzenne","2018-06-27","Nie","Nie","","Nie","prowadzone","","","inżynieria lądowa, geodezja i transport, informatyka techniczna i telekomunikacja, inżynieria środowiska, górnictwo i energetyka","","","","","","Uchwała senatu uczelni","81/2018","2018-06-27","Informatyka geoprzestrzenna","stacjonarne","magister inżynier","polski","","2023-02-27","3.0","90.0","Nie","Nie","prowadzone","Nie"
"342f6ade-3821-400a-83ea-efae09dd96a9","Informatyka i Systemy Inteligentne","Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie","drugiego stopnia","ogólnoakademicki","613","Tworzenie i analiza oprogramowania i aplikacji","2020-03-09","Nie","Nie","","Nie","prowadzone","","","informatyka techniczna i telekomunikacja","","","","","","Zarządzenie rektora","2/KK/2020","2020-03-09","Informatyka i Systemy Inteligentne","stacjonarne","magister inżynier","polski","","2021-03-01","3.0","90.0","Nie","Nie","prowadzone","Nie"
"3d043925-4085-4437-8d03-060abc6ae706","Informatyka stosowana","Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie","drugiego stopnia","ogólnoakademicki","619","Technologie teleinformacyjne gdzie indziej niesklasyfikowane","2003-01-29","Nie","Nie","","Nie","prowadzone","","","nauki fizyczne, informatyka techniczna i telekomunikacja, automatyka, elektronika, elektrotechnika i technologie kosmiczne","","","","","","Uchwała senatu uczelni","49/2003","2003-01-29","Informatyka stosowana","stacjonarne","magister inżynier","polski","","2012-10-01","3.0","90.0","Nie","Nie","prowadzone","Nie"
"8d3df880-a697-4d24-b0df-e6cf5cfe9b43","Informatyka stosowana","Politechnika Krakowska im. Tadeusza Kościuszki","drugiego stopnia","ogólnoakademicki","688","Interdyscyplinarne programy i kwalifikacje obejmujące technologie informacyjno-komunikacyjne","2012-04-27","Nie","Nie","","Nie","prowadzone","","","inżynieria mechaniczna, informatyka techniczna i telekomunikacja","","","","","","Uchwała senatu uczelni","23/d/04/2012","2012-04-27","Informatyka stosowana","stacjonarne","magister inżynier","polski","","2013-10-01","3.0","90.0","Nie","Nie","prowadzone","Nie"
"0468c1dc-7911-4eef-a757-172662ec3e04","Informatyka techniczna","Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie","drugiego stopnia","ogólnoakademicki","619","Technologie teleinformacyjne gdzie indziej niesklasyfikowane","2003-01-29","Nie","Nie","","Nie","prowadzone","","","informatyka techniczna i telekomunikacja","","","","","","Uchwała senatu uczelni","47/2003","2003-01-29","Informatyka techniczna","stacjonarne","magister inżynier","polski","","2019-10-01","3.0","90.0","Nie","Nie","prowadzone","Nie"
"0468c1dc-7911-4eef-a757-172662ec3e04","Informatyka techniczna","Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie","drugiego stopnia","ogólnoakademicki","619","Technologie teleinformacyjne gdzie indziej niesklasyfikowane","2003-01-29","Nie","Nie","","Nie","prowadzone","","","informatyka techniczna i telekomunikacja","","","","","","Uchwała senatu uczelni","47/2003","2003-01-29","Informatyka techniczna","niestacjonarne","magister inżynier","polski","","2019-10-01","4.0","90.0","Nie","Nie","prowadzone","Nie"
"0468c1dc-7911-4eef-a757-172662ec3e04","Informatyka techniczna","Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie","drugiego stopnia","ogólnoakademicki","619","Technologie teleinformacyjne gdzie indziej niesklasyfikowane","2003-01-29","Nie","Nie","","Nie","prowadzone","","","informatyka techniczna i telekomunikacja","","","","","","Uchwała senatu uczelni","47/2003","2003-01-29","Informatyka stosowana [obowiązująca do 2019-09-30]","stacjonarne","magister inżynier","polski","","2012-10-01","3.0","90.0","Nie","Nie","prowadzone","Nie"
"0468c1dc-7911-4eef-a757-172662ec3e04","Informatyka techniczna","Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie","drugiego stopnia","ogólnoakademicki","619","Technologie teleinformacyjne gdzie indziej niesklasyfikowane","2003-01-29","Nie","Nie","","Nie","prowadzone","","","informatyka techniczna i telekomunikacja","","","","","","Uchwała senatu uczelni","47/2003","2003-01-29","Informatyka stosowana [obowiązująca do 2019-09-30]","niestacjonarne","magister inżynier","polski","","2012-10-01","4.0","90.0","Nie","Nie","prowadzone","Nie"
"b2d7b80a-363a-4843-a4f2-cae8f8adb021","Infotronika","Politechnika Krakowska im. Tadeusza Kościuszki","drugiego stopnia","ogólnoakademicki","788","Interdyscyplinarne programy i kwalifikacje obejmujące technikę, przemysł i budownictwo","2018-05-23","Nie","Nie","","Nie","prowadzone","","","automatyka, elektronika, elektrotechnika i technologie kosmiczne","","","","","","Uchwała senatu uczelni","26/d/05/2018","2018-05-23","Infotronika","stacjonarne","magister inżynier","polski","","2020-02-24","3.0","90.0","Nie","Nie","prowadzone","Nie"
"064268d4-9382-46f7-b8c5-f2ba9bc9a33c","International Master of Horticultural Science","Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie","drugiego stopnia","ogólnoakademicki","812","Ogrodnictwo","2015-05-29","Nie","Nie","","Tak","prowadzone","","","rolnictwo i ogrodnictwo","5275537d-3959-99eb-0399-a3114c1535f0","Slovak University of Agriculture in Nitra, Faculty of Horticulture and Landscape Engeneering","Tak","2015-05-29","","Uchwała senatu uczelni","52/2015","2015-05-29","International Master of Horticultural Science","stacjonarne","magister inżynier","angielski","","2015-10-01","4.0","120.0","Nie","Nie","prowadzone","Nie"
"064268d4-9382-46f7-b8c5-f2ba9bc9a33c","International Master of Horticultural Science","Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie","drugiego stopnia","ogólnoakademicki","812","Ogrodnictwo","2015-05-29","Nie","Nie","","Tak","prowadzone","","","rolnictwo i ogrodnictwo","9e5018aa-253a-1da5-b062-1817f5d4758c","Mendel University in Brno, Faculty of Horticulture","Tak","2015-05-29","","Uchwała senatu uczelni","52/2015","2015-05-29","International Master of Horticultural Science","stacjonarne","magister inżynier","angielski","","2015-10-01","4.0","120.0","Nie","Nie","prowadzone","Nie"
"a5c2ac2e-de39-44a4-ab96-d16e80f2e8bf","Inżynieria akustyczna","Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie","drugiego stopnia","ogólnoakademicki","714","Elektronika i automatyka","2012-10-01","Nie","Nie","","Nie","prowadzone","","","inżynieria mechaniczna","","","","","","Uchwała senatu uczelni","103/2012","2012-10-01","Inżynieria akustyczna","stacjonarne","magister inżynier","polski","","2012-10-01","3.0","90.0","Nie","Nie","prowadzone","Nie"
"b55162be-c0b2-4998-be3c-46f872f31eed","Inżynieria Bezpieczeństwa","Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie","drugiego stopnia","ogólnoakademicki","1022","Bezpieczeństwo i higiena pracy","2022-02-14","Nie","Nie","","Nie","prowadzone","","","inżynieria środowiska, górnictwo i energetyka","","","","","","Zarządzenie rektora","1/KK/2022","2022-02-14","Inżynieria Bezpieczeństwa","stacjonarne","magister inżynier","polski","","2022-10-01","3.0","90.0","Nie","Nie","prowadzone","Nie"
"08c0926e-2aed-4e83-bc79-934e8b439a33","Inżynieria biomedyczna","Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie","drugiego stopnia","ogólnoakademicki","711","Inżynieria chemiczna i procesowa","2006-06-28","Nie","Nie","","Nie","prowadzone","","","inżynieria biomedyczna","","","","","","Uchwała senatu uczelni","83/2006","2006-06-28","Inżynieria biomedyczna","stacjonarne","magister inżynier","polski","","2012-10-01","3.0","90.0","Nie","Nie","prowadzone","Nie"
"47b6d4b5-015b-40ab-9b28-54f444e3c434","Inżynieria chemiczna i procesowa","Politechnika Krakowska im. Tadeusza Kościuszki","drugiego stopnia","ogólnoakademicki","711","Inżynieria chemiczna i procesowa","1987-02-18","Nie","Nie","","Nie","prowadzone","","","inżynieria chemiczna","","","","","","Decyzja ministra","215/87","1987-02-18","Inżynieria chemiczna i procesowa","stacjonarne","magister inżynier","polski","","2013-02-25","3.0","90.0","Nie","Nie","prowadzone","Nie"
"19bc9815-b414-48b5-bf30-5d53ab440589","Inżynieria ciepła","Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie","drugiego stopnia","ogólnoakademicki","713","Elektryczność i energia","2014-05-07","Nie","Nie","","Nie","prowadzone","","","inżynieria środowiska, górnictwo i energetyka, inżynieria materiałowa, inżynieria mechaniczna","","","","","","Uchwała senatu uczelni","50/2014","2014-05-07","Inżynieria ciepła","stacjonarne","magister inżynier","polski","","2018-02-26","3.0","90.0","Nie","Nie","prowadzone","Nie"
"24009b9b-9139-478b-9af8-a7471cfd1883","Inżynieria górnicza","Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie","drugiego stopnia","ogólnoakademicki","724","Górnictwo i wydobycie","1946-10-01","Nie","Nie","","Nie","prowadzone","","","inżynieria środowiska, górnictwo i energetyka","","","","","","Brak dokumentu","","","Inżynieria górnicza","stacjonarne","magister inżynier","polski","","2019-10-01","3.0","90.0","Nie","Nie","prowadzone","Nie"
"24009b9b-9139-478b-9af8-a7471cfd1883","Inżynieria górnicza","Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie","drugiego stopnia","ogólnoakademicki","724","Górnictwo i wydobycie","1946-10-01","Nie","Nie","","Nie","prowadzone","","","inżynieria środowiska, górnictwo i energetyka","","","","","","Brak dokumentu","","","Górnictwo i geologia [obowiązująca do: 2019-09-30]","niestacjonarne","magister inżynier","polski","","2012-10-01","4.0","90.0","Nie","Nie","prowadzone","Nie"
"24009b9b-9139-478b-9af8-a7471cfd1883","Inżynieria górnicza","Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie","drugiego stopnia","ogólnoakademicki","724","Górnictwo i wydobycie","1946-10-01","Nie","Nie","","Nie","prowadzone","","","inżynieria środowiska, górnictwo i energetyka","","","","","","Brak dokumentu","","","Górnictwo i geologia [obowiązująca do: 2019-09-30]","stacjonarne","magister inżynier","polski","","2012-10-01","3.0","90.0","Nie","Nie","prowadzone","Nie"
